C5D Airfoil
1.000000,0.001108
0.986704,0.004455
0.966928,0.009281
0.944269,0.014588
0.920719,0.019830
0.897007,0.024756
0.873091,0.029334
0.848859,0.033657
0.824509,0.037757
0.800223,0.041574
0.775975,0.045074
0.751699,0.048257
0.727340,0.051132
0.702860,0.053720
0.678201,0.056054
0.653340,0.058184
0.628416,0.060147
0.603595,0.061903
0.578816,0.063413
0.553951,0.064695
0.529046,0.065779
0.504192,0.066651
0.479428,0.067289
0.454748,0.067663
0.430051,0.067752
0.405192,0.067591
0.380277,0.067239
0.355525,0.066670
0.330874,0.065825
0.306161,0.064701
0.281386,0.063339
0.256655,0.061756
0.232179,0.059958
0.208194,0.057840
0.184262,0.055223
0.160152,0.052425
0.137313,0.049573
0.114898,0.046018
0.093019,0.042216
0.072421,0.038008
0.055037,0.033700
0.040530,0.029170
0.029467,0.025348
0.021402,0.021854
0.015337,0.018408
0.010658,0.015070
0.007011,0.011900
0.004202,0.008856
0.002113,0.005907
0.000721,0.003011
0.000022,0.000189
0.000010,-0.002542
0.000596,-0.005364
0.001745,-0.008285
0.003450,-0.011267
0.006030,-0.014029
0.009669,-0.016450
0.014255,-0.018832
0.020163,-0.021136
0.027920,-0.023503
0.038406,-0.026032
0.052524,-0.028903
0.070065,-0.031694
0.090534,-0.034108
0.112628,-0.035907
0.136542,-0.037464
0.160552,-0.038843
0.185028,-0.039894
0.209715,-0.040881
0.234556,-0.041557
0.259902,-0.042101
0.285312,-0.042606
0.310555,-0.043003
0.335662,-0.043241
0.360705,-0.043294
0.385802,-0.043160
0.410951,-0.042873
0.436036,-0.042435
0.461036,-0.041813
0.486049,-0.040991
0.511096,-0.039990
0.536123,-0.038817
0.561160,-0.037452
0.586368,-0.035914
0.611686,-0.034283
0.636747,-0.032566
0.661589,-0.030637
0.686692,-0.028463
0.712114,-0.026196
0.737671,-0.023927
0.763209,-0.021632
0.788791,-0.019298
0.814400,-0.016955
0.840000,-0.014625
0.865555,-0.012319
0.891020,-0.010058
0.916366,-0.007869
0.941441,-0.005772
0.965444,-0.003821
0.986226,-0.002176
1.000000,-0.001108
